,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
1821,31/05/2020 06:41 AM,Woman,18-24,White,"['Other family members (e.g. grandparents, aunts, cousins)']",Ha4,3,Better,2,['I feel stressed' 'I’m having conflicts in my relationship'],['I have had more time to connect with loved ones'],"Yes, I work outside of my home",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I am not doing any housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1822,16/05/2020 06:11 PM,Woman,35-44,White,['With one or more friends / housemates' 'Other'],LE11 5RU,1,Not changed,2,['I feel stressed' 'I feel stressed'],['I have had more support in my childcare responsibilities'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
1823,03/05/2020 10:40 PM,Woman,55-64,White,['My siblings'],N5 1XL,5,Not changed,3,['I feel worried about my health' 'Other'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more support in my childcare responsibilities']","No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1824,25/05/2020 05:58 PM,Woman,35-44,White,['My parent(s) / caregivers'],Ec1v 0bn,4,Not changed,0,['I feel lonely' 'Other' 'It has been repetitive / boring' 'I feel lonely'],['I have had more time to connect with loved ones'],"No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I take care of all the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,test@test.com
1825,24/05/2020 09:04 PM,Woman,<18,Other ethnic group,"['Other family members (e.g. grandparents, aunts, cousins)' 'Other'
 'My children']",London,5,Better,2,['I feel scared about the future' 'I feel lonely' 'I feel lonely'],"['I have had more time to connect with loved ones'
 'I have had more time to connect with loved ones']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of most of the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
1826,15/05/2020 01:12 PM,Woman,18-24,White,['My parent(s) / caregivers' 'My parent(s) / caregivers'],Nw2,5,Worse,2,['It has been repetitive / boring' 'I feel anxious'],"['I have had more support in my daily tasks in the house'
 'I have had more time to connect with loved ones']","No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I am not doing any housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
1827,29/05/2020 09:39 PM,Other,18-24,White,['Alone' 'My partner'],NR3 1JL,5,Worse,4,"['I feel stressed' 'I feel lonely' 'I feel scared about the future'
 'I’m having conflicts in my relationship']",['I have had more support in my childcare responsibilities'],"No, I have been furloughed because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
1828,31/05/2020 04:19 PM,Woman,45-54,White,['With one or more friends / housemates' 'My children'],Le7 7hl,5,Worse,2,['It has been repetitive / boring'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of most of the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,test@test.com
1829,30/05/2020 10:27 AM,Woman,25-34,White,['My partner' 'With one or more friends / housemates'],N5 1XL,5,Not changed,2,"['I feel lonely' 'I feel worried about my health' 'I feel stressed'
 'I feel stressed' 'Other' 'It has been repetitive / boring']","['I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I do less housework then others,,
1830,17/05/2020 04:45 AM,Man,35-44,White,"['My partner' 'My siblings'
 'Other family members (e.g. grandparents, aunts, cousins)']",0,4,Better,0,['I feel scared about the future'],['I have enjoyed working from homeOther'],"No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I take care of all the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
1831,20/05/2020 10:52 PM,Woman,35-44,White,['My partner' 'My siblings'],CR0,5,Worse,2,['I feel anxious' 'I feel anxious' 'Other'],['I have had more time to connect with loved ones'],"Yes, I work at home",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1832,25/05/2020 05:37 PM,Woman,45-54,White,"['With one or more friends / housemates'
 'Other family members (e.g. grandparents, aunts, cousins)']",Rh41gp,5,Better,1,"['I’m having conflicts in my relationship'
 'I feel scared about the future']",['I have enjoyed working from homeOther'],"Yes, I work at home",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I do less housework then others,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
1833,06/05/2020 10:18 AM,Man,>64,Mixed/multiple ethnic groups,"['Other family members (e.g. grandparents, aunts, cousins)']",ΝR2 2DR,5,Not changed,3,['I feel stressed' 'I feel lonely'],['I have had more time to connect with loved ones'],"No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I take care of all the housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1834,20/05/2020 10:24 PM,Woman,25-34,Asian/Asian British,['My children' 'Other'],Sw74de,5,Better,0,['I feel lonely'],"['I have had more support in my daily tasks in the house'
 'I have had more time to connect with loved ones'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
1835,26/05/2020 04:14 AM,Woman,55-64,White,"['Other family members (e.g. grandparents, aunts, cousins)']",G46,5,Not changed,3,"['Other' 'I feel worried about my health'
 'I’m having conflicts in my relationship']","['I have had more time to connect with loved ones'
 'I have had more time to connect with loved ones']","No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of most of the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
1836,16/05/2020 05:11 AM,Woman,55-64,White,['My children' 'My parent(s) / caregivers'],Cv3 6ez,5,Worse,3,['Other' 'I feel lonely' 'I feel stressed'],['I have enjoyed working from homeOther'],"No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,We share it equally,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
1837,20/05/2020 07:27 PM,Woman,>64,Other ethnic group,['With one or more friends / housemates' 'My parent(s) / caregivers'],n2 9pj,5,Worse,2,['It has been repetitive / boring' 'I feel scared about the future'],['I have enjoyed working from homeOther'],"No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",We share it equally,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
1838,27/05/2020 07:02 PM,Woman,35-44,Black/AfricanCaribbean/Black British,"['My siblings' 'My siblings' 'With one or more friends / housemates'
 'My parent(s) / caregivers']",N5 1XL,0,Not changed,2,"['I feel anxious' 'It has been repetitive / boring'
 'It has been repetitive / boring']",['I have had more support in my childcare responsibilities'],"Yes, I work at home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I do less housework then others,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
1839,26/05/2020 03:56 AM,Woman,18-24,White,['My children'],Wolverhampton UK,5,Worse,5,"['I feel stressed' 'I feel lonely' 'Other'
 'I feel worried about my health']",['I have had more support in my childcare responsibilities'],"Yes, but I had to reduce working hours because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I do less housework then others,,
1840,29/05/2020 07:27 AM,Man,45-54,White,['My partner' 'Alone'],n2 9pj,5,Not changed,5,['Other' 'Other'],['I have had more support in my childcare responsibilities'],"No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of most of the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,test@test.com
1841,15/05/2020 09:22 PM,Woman,35-44,Mixed/multiple ethnic groups,['My partner'],LL520DY,0,Not changed,3,"['I feel anxious' 'I feel stressed' 'I feel worried about my health'
 'I feel worried about my health']",['I have had more support in my daily tasks in the house'],"No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of most of the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1842,25/05/2020 11:25 PM,Woman,45-54,White,"['My parent(s) / caregivers'
 'Other family members (e.g. grandparents, aunts, cousins)']",Belgium,5,Better,2,['I feel stressed' 'I feel anxious' 'I feel stressed' 'I feel anxious'],['I have had more time to connect with loved ones'],"No, I have been made redundant because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - but it’s manageable and sustainable,We share it equally,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
1843,18/05/2020 05:24 AM,Woman,<18,White,['My siblings' 'With one or more friends / housemates'],Le4 9ge,5,Not changed,2,"['It has been repetitive / boring'
 'I’m having conflicts in my relationship']","['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1844,20/05/2020 12:45 PM,Woman,45-54,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'My siblings']",Leicester,5,Worse,3,"['I feel lonely' 'I feel anxious' 'I feel scared about the future'
 'I feel lonely']","['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I am not doing any housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,test@test.com
1845,28/05/2020 08:23 PM,Man,35-44,Other ethnic group,['My parent(s) / caregivers' 'My partner'],LE12,5,Better,5,['Other' 'I’m having conflicts in my relationship'],"['I have had more support in my childcare responsibilities'
 'I have had more time to connect with loved ones']","Yes, I work outside of my home",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I take care of all the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
1846,28/05/2020 12:40 AM,Woman,35-44,Other ethnic group,['Alone' 'Alone'],Qatar,5,Better,4,['I feel anxious'],['I have had more time to connect with loved ones'],"No, I have been furloughed because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of most of the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
1847,16/05/2020 12:59 AM,Woman,55-64,White,['Other'],LE12 8TR,1,Worse,2,['Other' 'I’m having conflicts in my relationship'],"['I have had more time to connect with loved ones'
 'I have enjoyed working from homeOther']","No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I take care of all the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
1848,29/05/2020 10:17 AM,Man,25-34,White,['With one or more friends / housemates'],EN8 8qy,5,Better,3,"['I feel anxious' 'I’m having conflicts in my relationship'
 'I feel worried about my health' 'I feel scared about the future']","['I have had more support in my daily tasks in the house'
 'I have had more support in my childcare responsibilities']","No, I have been made redundant because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
1849,24/05/2020 08:50 AM,Woman,<18,Mixed/multiple ethnic groups,['My parent(s) / caregivers'],LE12,5,Worse,3,['Other' 'I’m having conflicts in my relationship'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more support in my daily tasks in the house']","No, I am not in the labor force (student, retired, etc.) or unemployed",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I do less housework then others,,
1850,26/05/2020 10:26 PM,Woman,45-54,White,['My siblings' 'With one or more friends / housemates' 'Alone'],Le125lp,5,Worse,0,['I feel lonely' 'I feel lonely' 'It has been repetitive / boring'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
1851,30/05/2020 08:36 AM,Woman,45-54,White,['My partner'],London,5,Worse,5,['I feel stressed' 'Other' 'I feel anxious'],['I have had more support in my childcare responsibilities'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I do less housework then others,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1852,31/05/2020 03:33 AM,Woman,>64,White,['My parent(s) / caregivers' 'Other'],EN8 8qy,5,Better,4,"['Other' 'I’m having conflicts in my relationship'
 'I’m having conflicts in my relationship']",['I have had more support in my daily tasks in the house'],"No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I do less housework then others,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
1853,02/05/2020 01:31 AM,Woman,35-44,White,['My parent(s) / caregivers' 'Other' 'My partner'],W13,4,Better,3,['I feel scared about the future' 'I feel stressed'],['I have had more time to connect with loved ones'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,We share it equally,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
1854,23/05/2020 02:00 PM,Woman,>64,White,"['Other' 'Other family members (e.g. grandparents, aunts, cousins)']",Ws8,5,Worse,2,['I feel stressed' 'I feel lonely'],['I have enjoyed working from homeOther'],"No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - but it’s manageable and sustainable,I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
1855,05/05/2020 06:47 PM,Other,55-64,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'Alone'
 'My children']",Le12,5,Better,4,['I’m having conflicts in my relationship'],['I have enjoyed working from homeOther'],"Yes, I work at home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I am not doing any housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,test@test.com
1856,05/05/2020 05:57 PM,Other,<18,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'My partner']",B74,5,Not changed,2,['I’m having conflicts in my relationship'],['I have had more support in my daily tasks in the house'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",We share it equally,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
1857,30/05/2020 07:40 AM,Woman,>64,White,['My parent(s) / caregivers'],Dn4 0ex,5,Better,5,"['I feel anxious' 'I feel worried about my health'
 'It has been repetitive / boring']","['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I do less housework then others,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
1858,10/05/2020 10:58 PM,Woman,55-64,White,"['Other' 'Other family members (e.g. grandparents, aunts, cousins)']",Hove,5,Better,2,['I feel stressed' 'I feel anxious' 'Other'],['I have had more time to connect with loved ones'],"No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
1859,21/05/2020 10:07 AM,Woman,25-34,White,['With one or more friends / housemates'],Cv3 6ez,2,Not changed,2,['It has been repetitive / boring'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of most of the housework,,
1860,23/05/2020 03:46 AM,Woman,35-44,White,"['Other family members (e.g. grandparents, aunts, cousins)'
 'Other family members (e.g. grandparents, aunts, cousins)']",Nw6 5ux,5,Better,0,['I’m having conflicts in my relationship' 'I feel lonely'],"['I have enjoyed working from homeOther'
 'I have had more support in my childcare responsibilities'
 'I have had more support in my childcare responsibilities']","No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
1861,25/05/2020 02:19 AM,Woman,<18,Asian/Asian British,['Other'],LE16 7GP,5,Better,2,['I feel lonely' 'I feel anxious' 'I feel worried about my health'],"['I have had more support in my childcare responsibilities'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
1862,21/05/2020 06:12 AM,Woman,45-54,White,['My partner'],E10,5,Worse,2,['Other' 'I feel stressed' 'I feel worried about my health'],"['I have enjoyed working from homeOther'
 'I have had more time to connect with loved ones'
 'I have had more time to connect with loved ones']","No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I do less housework then others,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
